num-seq	names-seq	longseq	longwin	nbrBubble	TempDenDG	SomBuLong1	SomSurfCGL1	DenLen1Tem	DenSurf1Tem	LongPlusLongBulle	SurfPlusLongBulle	Den_Reg1	Den_Reg2	Den_Reg3	Den_Reg4	Den_Reg5	Den_Reg6	PcA	PcT	PcG	PcC	PcAA	PcAT	PcAG	PcAC	PcTA	PcTT	PcTG	PcTC	PcGA	PcGT	PcGG	PcGC	PcCA	PcCT	PcCG	PcCC	diffCGMax%Bu	%CMaxBu	%GMinBu	diffCGmoy%	%CMoyBu	%GMoyBu	%AMoyBu	%TMoyBu	Nb_Reg1Bu	Nb_Reg2Bu	Nb_Reg3Bu	Nb_Reg4Bu	Nb_Reg5Bu	Nb_Reg6Bu	PcTTT	PcTTC	PcTTA	PcTTG	PcCTT	PcCTC	PcCTA	PcCTG	PcATT	PcATC	PcATA	PcATG	PcGTT	PcGTC	PcGTA	PcGTG	PcTAT	PcTAC	PcTAA	PcTAG	PcCAT	PcCAC	PcCAA	PcCAG	PcAAT	PcAAC	PcAAA	PcAAG	PcGAT	PcGAC	PcGAA	PcGAG	PcTCT	PcTCC	PcTCA	PcTCG	PcCCT	PcCCC	PcCCA	PcCCG	PcACT	PcACC	PcACA	PcACG	PcGCT	PcGCC	PcGCA	PcGCG	PcTGT	PcTGC	PcTGA	PcTGG	PcCGT	PcCGC	PcCGA	PcCGG	PcAGT	PcAGC	PcAGA	PcAGG	PcGGT	PcGGC	PcGGA	PcGGG	
82	T084	848	771	0	Empty	0	0	0.0	0.0	0	0	87.26	30.66	9.43	3.54	2.36	0.0	22.76	20.99	32.9	23.35	4.96	6.73	5.08	4.49	3.66	4.13	8.15	4.37	7.56	5.31	8.03	10.04	5.19	4.13	9.68	4.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0.94	1.06	2.0	0.94	0.71	0.35	2.12	1.3	1.53	0.94	2.95	1.77	1.18	1.3	1.06	1.18	0.83	1.18	0.47	1.65	0.71	1.42	1.3	1.18	1.53	1.3	2.0	2.71	1.42	2.12	1.3	0.94	0.83	1.18	1.3	0.47	0.24	1.3	2.36	0.83	1.65	0.71	1.3	1.77	1.53	2.0	4.36	0.35	1.89	2.71	3.18	2.36	2.71	2.12	2.24	0.71	1.53	0.71	2.12	1.89	3.66	2.0	1.89
83	T098	431	354	2	Empty	313	2914.1025641025653	726.2180974477959	6761.258849425905	174	1967.9487179487191	146.17	62.65	18.56	4.64	2.32	0.0	23.9	23.9	22.74	29.47	4.19	7.21	5.35	6.51	6.05	5.58	4.65	6.74	5.12	4.19	4.19	8.37	7.91	6.05	7.44	6.74	19.23076923076923	0.3974358974358974	0.16666666666666666	11.310050103153552	0.35035366931918654	0.23725316828765103	0.20041261420571765	0.21198054818744475	37	15	6	2	1	0	0.93	1.86	1.62	2.09	2.09	2.09	0.7	1.16	1.86	2.09	2.09	1.16	1.62	0.7	1.62	0.23	1.62	1.39	2.09	0.93	2.09	2.09	0.93	2.78	1.39	1.86	0.7	0.93	2.09	1.16	1.16	0.7	1.16	1.86	2.09	1.62	2.55	1.16	2.32	1.62	0.0	2.09	1.39	3.02	2.32	2.78	2.09	1.16	0.46	0.7	1.86	1.62	1.39	2.78	1.16	1.86	0.93	2.78	0.93	0.7	1.16	1.86	1.16	0.93
84	T050	418	341	4	Empty	248	1753.8461538461534	593.3014354066986	4195.804195804195	183	1470.5128205128199	126.79	69.38	35.89	21.53	9.57	4.78	24.64	20.57	27.03	27.75	5.04	5.28	6.24	6.0	4.56	3.6	6.71	5.04	5.28	7.43	5.28	9.11	7.91	3.6	8.63	6.0	17.948717948717945	0.38461538461538464	0.14102564102564102	8.035589183130165	0.30425949278408293	0.22390360095278128	0.24996497127644668	0.22187193498668906	37	22	15	9	4	2	0.72	0.96	1.2	1.2	0.0	0.48	1.2	1.91	2.15	0.96	0.48	1.67	1.2	2.63	1.67	1.67	1.91	0.72	0.96	0.72	0.96	2.63	1.91	2.15	0.96	1.91	1.91	1.91	1.44	0.48	1.91	1.2	0.48	0.96	1.91	1.67	0.72	1.67	1.44	3.59	1.2	2.15	1.67	0.72	1.2	2.63	2.63	2.15	1.67	2.15	1.44	1.44	1.67	3.59	0.96	2.39	1.91	1.67	1.2	1.44	1.91	1.67	1.67	0.0
85	T002	479	402	6	Empty	282	1644.8717948717947	588.7265135699373	3433.970344199989	161	1073.0769230769235	114.82	60.54	39.67	25.05	16.7	8.35	25.26	25.68	24.22	24.84	6.49	6.9	4.18	5.02	5.02	6.28	6.49	6.07	5.86	5.86	3.56	8.16	5.44	4.81	9.21	4.81	12.82051282051282	0.28205128205128205	0.1282051282051282	6.6650740563784066	0.252269469660774	0.18561872909698995	0.2818920210224558	0.2802197802197802	30	17	11	7	6	4	1.67	2.09	2.09	1.25	1.25	0.84	0.63	2.09	2.3	1.88	1.04	1.67	1.88	1.25	1.25	1.25	2.3	1.04	1.46	0.21	1.88	1.04	1.46	1.04	0.84	1.88	2.3	2.51	1.88	1.04	2.51	0.42	1.04	1.25	1.04	2.71	0.84	0.63	1.88	2.09	0.42	1.67	1.04	1.88	2.51	1.67	1.46	2.51	1.25	1.88	1.67	1.67	2.71	2.92	2.09	1.25	1.04	1.67	0.84	0.63	0.84	1.46	1.25	0.84
86	T016	499	422	8	Empty	172	902.5641025641021	344.68937875751504	1808.7456965212468	82	570.5128205128201	124.25	58.12	30.06	18.04	14.03	8.02	27.25	23.45	26.05	23.25	7.03	5.82	6.63	5.42	4.62	4.02	6.63	7.03	6.43	7.83	5.02	5.42	6.83	4.62	6.43	5.02	14.102564102564102	0.358974358974359	0.20512820512820512	6.957473420888058	0.3058161350844278	0.2362414008755472	0.29362101313320826	0.16432145090681674	23	9	5	4	3	1	1.2	1.0	0.8	1.8	0.6	1.4	1.0	1.4	1.8	2.4	1.0	0.6	1.2	2.0	1.8	2.61	1.8	0.6	1.2	1.0	1.0	1.0	3.01	1.8	1.8	1.6	1.8	2.4	1.2	2.2	1.6	1.2	1.0	1.6	2.4	2.0	1.2	0.4	2.0	1.6	0.8	1.6	1.4	1.6	1.6	1.6	1.0	1.2	0.8	1.4	2.2	2.2	2.61	1.2	1.6	1.0	2.0	1.4	1.4	1.4	2.2	1.4	1.0	1.0
87	T070	851	774	0	Empty	0	0	0.0	0.0	0	0	74.03	27.03	9.4	3.53	0.0	0.0	21.86	22.09	34.08	21.97	3.88	6.59	4.94	4.71	4.71	4.24	8.0	3.41	6.71	6.0	9.29	9.88	4.94	3.41	9.65	3.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53	0.94	1.65	0.94	0.47	0.12	0.47	2.35	1.41	1.18	0.94	3.06	1.53	1.18	1.65	1.65	1.65	2.0	0.71	0.35	1.18	0.59	0.35	2.82	1.06	1.18	1.53	0.71	2.7	0.94	1.88	1.06	0.94	0.0	1.41	1.06	0.35	0.35	1.18	2.12	0.82	1.65	0.59	1.65	1.29	2.0	1.76	4.58	0.71	2.0	2.0	3.17	2.35	2.23	1.29	3.53	0.82	1.41	0.82	1.88	2.0	4.0	2.59	1.88
88	T007	499	422	4	Empty	185	1279.4871794871788	370.7414829659318	2564.1025641025626	102	919.2307692307686	86.17	36.07	24.05	20.04	16.03	12.02	28.46	27.05	23.45	21.04	6.63	7.03	6.02	6.02	6.02	7.43	6.43	4.82	6.83	4.62	5.02	6.43	6.02	5.62	5.62	3.21	19.230769230769234	0.3333333333333333	0.1282051282051282	9.01206636500754	0.2682252388134741	0.1781045751633987	0.29009552538964306	0.26357466063348417	22	14	12	10	8	6	2.2	1.0	2.61	2.2	1.8	1.6	0.0	2.2	2.0	1.6	1.8	1.6	2.0	0.6	1.6	0.4	1.6	1.2	2.81	0.4	1.6	1.2	1.2	2.0	2.4	1.8	2.81	1.6	1.4	1.6	1.8	1.8	1.2	0.6	2.2	0.6	0.8	0.6	1.2	1.2	2.0	1.0	1.2	1.8	1.4	1.6	1.4	2.0	1.0	1.2	1.8	2.4	1.2	1.4	2.0	1.0	1.6	1.0	2.0	1.2	0.8	2.81	0.8	0.4
89	T100	699	622	8	Empty	246	1324.3589743589741	351.931330472103	1894.6480319870875	75	469.23076923076934	117.31	41.49	8.58	1.43	0.0	0.0	26.32	27.61	23.18	22.89	6.59	7.31	5.01	5.3	6.16	6.45	6.45	5.87	6.3	5.59	4.73	5.73	5.3	5.59	6.16	4.87	14.102564102564102	0.32051282051282054	0.1794871794871795	6.256410256410261	0.2964102564102564	0.23384615384615381	0.21230769230769228	0.2574358974358974	17	8	0	0	0	0	2.58	1.72	2.43	1.29	1.86	0.57	1.29	1.86	2.15	2.29	1.14	1.57	1.43	1.29	1.14	1.72	2.15	1.29	2.0	0.57	1.0	1.29	1.29	1.72	2.86	1.86	1.86	1.14	1.14	0.86	2.72	1.57	0.86	2.0	2.29	0.72	1.72	1.0	0.72	2.15	1.0	1.29	1.29	1.43	2.0	1.29	0.72	1.72	1.57	1.0	1.57	2.29	1.43	1.43	2.0	1.29	1.0	1.72	1.0	1.0	1.57	1.57	1.43	0.86
90	T003	752	675	0	Empty	0	0	0.0	0.0	0	0	63.83	11.97	2.66	0.0	0.0	0.0	33.91	30.19	21.94	13.96	9.45	10.39	7.46	3.06	8.12	7.86	7.72	4.13	7.99	5.19	3.6	4.53	4.79	4.39	2.53	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99	1.33	2.93	2.93	1.46	0.53	1.33	1.06	3.99	1.73	2.13	2.53	1.6	0.53	1.73	1.06	2.66	1.06	2.93	1.46	1.73	0.13	1.33	1.6	3.86	1.06	3.19	3.06	2.13	0.8	3.72	1.33	0.8	0.53	1.73	1.06	0.66	0.27	0.8	0.4	0.8	0.93	0.93	0.4	2.13	0.4	1.33	0.66	1.99	1.46	3.06	1.2	0.4	0.66	0.8	0.53	1.6	1.2	2.66	1.73	1.2	1.06	1.2	0.66
91	T017	498	421	7	Empty	222	1028.2051282051273	445.7831325301205	2064.66893213881	132	687.1794871794864	98.39	36.14	20.08	6.02	4.02	2.01	25.5	26.51	23.69	24.3	6.44	5.23	5.23	7.04	4.83	6.84	6.24	6.44	4.83	5.84	4.63	7.24	7.85	6.64	6.44	2.82	10.256410256410255	0.32051282051282054	0.1282051282051282	5.205905205905209	0.2601981351981352	0.20813908313908314	0.25485625485625485	0.2768065268065268	22	9	5	0	0	0	1.61	1.81	2.21	2.21	3.01	0.4	0.8	2.21	1.2	1.41	1.2	1.41	2.21	2.61	0.6	0.4	1.0	1.2	1.81	0.8	2.01	1.41	2.61	1.81	1.61	2.81	1.2	1.41	0.6	1.61	1.41	1.2	1.0	0.2	3.01	2.01	1.61	0.6	0.4	0.8	2.01	2.01	2.21	0.8	1.81	0.6	2.01	2.61	1.0	1.61	2.01	1.61	1.41	2.61	0.8	1.41	1.81	1.41	0.8	1.0	1.61	1.41	1.0	1.0
92	T020	898	821	0	Empty	0	0	0.0	0.0	0	0	79.06	21.16	2.23	0.0	0.0	0.0	25.06	24.5	30.62	19.82	6.58	6.13	5.13	5.35	3.9	4.91	10.26	4.57	7.13	7.69	7.69	6.58	5.69	4.79	6.02	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	1.0	1.34	2.34	0.56	0.78	0.56	2.78	1.78	1.78	0.56	1.89	2.23	0.89	1.34	3.12	0.89	1.45	1.11	0.45	1.22	1.0	1.67	1.78	2.23	1.45	1.78	1.89	1.78	1.45	2.78	0.89	1.0	0.67	1.78	1.0	1.11	0.22	1.0	1.0	1.22	1.22	1.22	1.67	1.34	1.22	1.67	2.0	2.23	1.89	2.9	3.12	1.0	1.56	0.56	2.67	1.22	1.11	1.34	1.45	3.12	1.78	2.34	1.56
93	T027	499	422	7	Empty	185	1562.8205128205132	370.7414829659318	3131.9048353116495	98	747.4358974358977	110.22	52.1	28.06	6.01	2.0	0.0	28.06	23.45	24.45	24.05	7.43	8.43	4.22	4.62	4.22	3.01	8.03	6.63	6.83	4.62	4.62	8.23	6.22	6.02	7.43	3.61	14.102564102564106	0.34615384615384615	0.16666666666666666	7.6268969126112	0.29068550497121926	0.21441653584510725	0.2649136577708006	0.22998430141287285	22	10	4	0	0	0	1.2	0.8	0.6	1.2	0.6	2.0	0.8	2.2	1.4	2.2	1.4	3.21	0.6	1.4	1.2	1.2	1.6	1.2	1.0	0.4	2.0	1.0	1.4	1.8	2.81	2.0	2.81	1.2	2.0	0.4	3.61	0.8	1.2	1.0	2.4	1.8	0.8	0.8	0.8	2.0	1.6	0.6	0.8	1.4	2.2	1.8	2.0	2.2	1.2	2.4	2.2	1.8	0.8	2.81	2.0	1.8	0.6	1.4	1.2	1.0	1.6	1.6	1.4	0.2
94	T081	757	680	0	Empty	0	0	0.0	0.0	0	0	58.12	14.53	3.96	1.32	0.0	0.0	23.25	21.0	32.63	23.12	6.35	4.37	6.22	3.84	2.78	5.16	8.47	3.04	6.48	5.82	5.69	13.36	5.16	4.1	11.11	2.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45	1.06	1.19	2.64	0.79	0.26	0.26	2.77	1.85	0.92	0.53	1.06	2.25	0.79	0.79	1.98	0.26	0.66	1.19	0.66	0.4	0.92	1.85	1.98	1.72	1.72	2.11	2.38	1.98	0.53	2.77	1.06	0.26	0.26	0.92	1.59	0.53	0.26	0.53	1.45	0.79	0.4	1.19	1.32	2.38	1.85	2.38	5.55	1.32	3.43	1.45	2.25	2.11	3.7	2.38	2.11	1.19	2.51	1.45	0.92	1.19	2.91	1.06	1.19
95	T085	1130	1053	0	Empty	0	0	0.0	0.0	0	0	80.53	19.47	3.54	0.88	0.0	0.0	15.04	25.75	34.78	24.42	2.75	4.96	3.1	3.37	3.54	5.93	10.54	3.99	4.61	6.38	9.03	13.02	3.28	6.64	10.45	3.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59	1.15	0.97	2.92	1.5	0.8	0.35	3.98	1.42	1.06	0.97	1.5	2.12	0.97	1.15	2.12	1.24	1.06	0.71	0.53	1.06	0.27	0.71	1.24	1.06	0.8	0.88	0.71	1.59	1.24	1.15	0.62	1.15	0.8	0.53	1.5	1.15	0.27	0.97	1.68	0.88	0.44	0.44	1.59	3.45	2.57	1.33	5.13	1.86	3.01	1.33	4.34	1.59	3.54	1.42	3.63	0.44	1.42	0.44	0.8	2.48	4.87	1.42	1.68
96	T032	299	222	1	Empty	161	1462.8205128205086	538.4615384615385	4892.376297058557	161	1462.8205128205086	96.99	33.44	6.69	0.0	0.0	0.0	26.42	24.08	23.75	25.75	5.7	7.05	4.36	8.05	4.36	5.37	7.38	4.7	8.05	3.69	2.68	8.05	6.71	5.7	8.05	5.03	16.666666666666664	0.3333333333333333	0.1282051282051282	9.085841694537347	0.2923236184105749	0.20146520146520144	0.25983436853002073	0.24637681159420288	27	10	2	0	0	0	2.34	1.34	1.67	2.01	1.34	0.67	1.0	2.68	2.68	1.34	0.67	2.34	1.0	1.34	1.0	0.33	1.34	1.34	1.0	0.67	1.0	2.01	2.01	1.34	2.01	1.67	1.34	1.34	2.68	2.68	2.01	0.67	0.33	2.01	0.67	1.34	1.34	0.0	2.01	1.67	3.01	0.67	1.67	2.34	1.0	2.34	2.01	2.34	0.67	2.68	3.34	0.67	1.34	2.34	2.34	1.67	1.0	1.67	1.34	0.33	0.67	1.0	1.0	1.34
97	T092	736	659	0	Empty	0	0	0.0	0.0	0	0	85.6	29.89	9.51	4.08	1.36	0.0	20.38	25.0	31.79	22.83	3.27	6.26	5.44	4.22	5.03	4.76	9.8	4.35	7.07	6.94	6.94	9.93	3.95	5.99	8.71	3.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.54	1.77	2.17	1.09	0.54	0.41	3.8	1.49	1.36	1.36	1.9	1.9	1.77	1.36	1.9	1.9	1.49	0.68	0.68	0.68	0.14	0.95	2.17	0.82	0.95	1.09	1.09	2.58	1.63	1.36	1.36	1.36	0.54	1.09	1.09	1.63	0.41	0.68	1.36	0.82	0.54	0.41	2.45	1.9	2.45	1.77	3.4	1.77	2.72	2.58	2.72	1.9	2.72	1.09	2.85	0.54	2.17	1.36	1.22	2.72	2.17	1.9	0.95
98	T041	766	689	6	Empty	384	2480.769230769224	501.3054830287206	3238.6021289415457	222	1662.8205128205066	107.05	37.86	20.89	11.75	3.92	2.61	30.42	23.63	24.15	21.8	6.8	8.37	7.71	5.36	6.54	5.62	4.31	5.75	7.45	4.44	5.36	5.75	7.45	3.66	5.75	4.18	17.94871794871795	0.34615384615384615	0.10256410256410256	7.490182490182493	0.23804573804573806	0.16314391314391313	0.32415107415107414	0.27465927465927464	36	12	4	2	0	0	1.31	1.7	1.83	1.31	0.91	0.65	0.78	1.17	2.09	2.09	2.87	1.04	1.83	1.17	0.78	0.65	2.35	1.31	1.7	1.04	1.83	1.57	1.31	2.74	2.09	1.57	2.22	1.96	1.96	0.91	2.61	1.7	1.04	1.04	2.35	1.31	1.31	0.65	1.17	1.31	0.39	1.57	2.35	1.04	0.91	1.17	1.57	2.09	0.39	0.65	1.7	1.57	1.04	1.57	1.44	1.57	2.09	1.7	2.22	1.57	0.91	1.7	2.09	1.04
99	T046	397	320	4	Empty	74	265.38461538461536	186.39798488664988	668.4751017244719	52	242.30769230769224	93.2	27.71	2.52	0.0	0.0	0.0	26.2	28.72	24.94	20.15	5.05	7.83	7.83	4.04	6.82	7.83	7.32	4.8	8.33	5.3	4.04	6.82	4.8	5.56	5.3	3.79	10.256410256410255	0.3076923076923077	0.19230769230769232	4.659763313609466	0.2655325443786982	0.21893491124260356	0.2657790927021696	0.2497534516765286	13	4	1	0	0	0	1.76	1.76	2.27	2.52	2.77	0.5	1.01	1.26	2.02	1.76	1.51	2.27	1.76	0.76	1.76	1.01	2.02	1.51	2.77	0.5	1.26	0.76	0.76	2.02	1.01	1.01	1.26	3.02	3.53	0.76	1.51	2.02	1.51	0.76	1.01	1.51	1.26	0.76	1.51	1.01	1.51	0.76	1.01	0.76	1.26	2.27	1.26	2.02	1.26	2.27	3.02	0.76	1.26	1.26	1.51	1.01	1.76	1.26	2.77	1.76	1.01	1.76	0.76	0.5
100	T104	754	677	0	Empty	0	0	0.0	0.0	0	0	42.44	6.63	1.33	0.0	0.0	0.0	31.03	29.58	24.27	15.12	7.7	11.16	5.18	4.25	8.9	7.44	7.3	3.05	6.64	4.38	5.05	6.64	5.05	3.59	5.31	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39	0.66	3.58	2.25	0.53	0.4	1.19	1.46	3.98	1.19	2.79	2.92	1.86	0.8	1.06	0.66	3.85	0.66	3.32	0.66	1.59	0.66	1.33	1.46	3.05	1.99	2.52	1.46	2.25	0.93	1.86	1.33	0.93	0.0	1.33	0.8	0.13	0.0	0.27	0.8	1.06	0.4	1.19	1.59	1.46	0.8	2.25	2.12	1.46	1.46	2.52	1.86	0.8	1.86	1.46	0.93	1.06	0.93	1.06	1.72	1.06	2.12	1.19	1.33
101	T054	575	498	0	Empty	0	0	0.0	0.0	0	0	59.13	15.65	3.48	1.74	0.0	0.0	25.04	40.0	21.57	13.39	6.1	9.58	4.7	3.66	9.41	12.2	8.89	4.18	4.53	8.36	4.18	3.66	4.01	4.7	2.96	1.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17	1.74	4.7	2.78	2.09	0.52	1.04	1.04	3.3	0.87	1.91	3.3	3.83	1.04	1.57	1.57	3.83	1.39	3.13	0.52	1.04	0.0	1.22	1.74	2.78	1.22	1.04	1.91	1.39	1.04	1.57	0.35	2.09	0.35	1.39	0.35	0.35	0.17	0.7	0.52	1.04	0.52	0.7	1.39	1.04	0.7	1.22	0.7	3.13	1.04	1.57	2.61	1.22	0.7	0.52	0.52	1.74	0.87	0.87	1.04	1.74	1.04	1.39	0.87
102	T018	624	547	0	Empty	0	0	0.0	0.0	0	0	59.29	19.23	3.21	0.0	0.0	0.0	37.02	25.96	23.24	13.78	10.27	10.11	9.31	2.57	6.74	6.26	6.74	4.33	9.15	4.17	3.85	5.3	6.1	3.53	2.57	1.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92	1.76	2.08	1.92	0.96	0.0	0.96	1.6	3.85	1.76	2.24	2.24	0.96	0.8	1.44	0.96	1.92	0.48	3.53	0.48	2.24	0.8	0.64	2.4	2.56	1.12	4.17	4.97	3.21	0.16	4.49	1.28	0.8	0.48	2.08	0.96	0.64	0.0	0.64	0.32	0.64	0.32	0.8	0.8	1.44	0.8	2.56	0.48	1.76	1.6	1.6	1.44	0.64	0.8	0.96	0.16	0.96	1.6	4.49	2.08	0.48	1.28	1.92	0.8
103	T022	603	526	0	Empty	0	0	0.0	0.0	0	0	71.31	19.9	8.29	1.66	0.0	0.0	28.36	25.7	27.53	18.41	7.81	8.14	5.98	3.16	5.98	5.48	7.64	4.15	6.64	5.98	5.32	8.14	4.49	3.82	7.14	2.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16	1.33	1.66	1.33	0.83	0.33	0.83	1.82	2.49	1.66	1.82	2.16	1.0	0.83	1.66	2.32	2.49	0.33	2.49	0.5	1.33	0.33	0.83	1.99	2.32	1.0	2.99	2.65	1.82	1.33	2.65	0.83	0.66	0.83	1.0	1.66	0.33	0.0	1.0	1.66	0.33	0.83	0.66	1.33	2.49	1.33	1.82	2.49	1.66	1.82	1.82	2.16	1.0	2.49	1.49	1.99	2.32	1.99	1.0	0.66	0.83	1.66	2.32	1.33
104	T044	499	422	7	Empty	260	2037.179487179484	521.0420841683366	4082.524022403776	161	1587.1794871794843	116.23	48.1	20.04	8.02	4.01	0.0	26.05	25.05	22.44	26.45	5.22	8.84	3.61	6.43	4.22	5.62	8.23	5.02	5.82	3.41	4.22	8.23	9.04	5.22	5.62	5.42	19.230769230769234	0.3974358974358974	0.16666666666666666	9.85825768434464	0.3197165153686893	0.22113393852524288	0.23897117375378243	0.2201783723522854	29	14	6	2	1	0	1.6	1.6	1.2	2.2	1.6	0.4	0.6	2.4	2.4	2.2	1.8	2.4	1.0	0.6	0.6	1.2	1.4	1.0	1.2	0.4	3.41	2.0	2.4	1.2	1.8	1.6	1.8	1.4	2.2	1.8	1.2	0.6	1.2	1.0	1.6	1.2	1.4	1.2	2.2	1.4	1.0	2.2	2.0	1.0	1.6	1.6	3.01	2.0	1.0	3.81	1.6	1.8	1.0	2.0	2.0	0.6	0.8	0.6	0.8	1.4	0.6	1.8	1.4	0.8
